date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:32:34	48876/48876	---M-Z	200	added ('OK')	text/css	etag:%22beec-65da4870-4ef68af6bc81c965;gz%22	https://freewater.life/wp-content/uploads/elementor/css/post-37.css?ver=1708804208	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/elementor/css/post-37fa44.css	(from https://freewater.life/)
08:32:36	75684/75684	---M-Z	200	added ('OK')	text/css	etag:%22127a4-65b0dd91-9e755cc620bb0684;gz%22	https://freewater.life/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.23	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend4a8b.css	(from https://freewater.life/)
08:32:37	2079/2079	---M-Z	200	added ('OK')	text/css	etag:%2281f-65da26b5-a939aaa1dbfcef54;gz%22	https://freewater.life/wp-content/uploads/elementor/css/post-30.css?ver=1708795573	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/elementor/css/post-30fcd5.css	(from https://freewater.life/)
08:32:39	8110/8110	---M-Z	200	added ('OK')	text/css	etag:%221fae-65da4870-dc91a30c72a6724f;gz%22	https://freewater.life/wp-content/uploads/elementor/css/post-193.css?ver=1708804208	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/elementor/css/post-193fa44.css	(from https://freewater.life/)
08:32:40	5756/5756	---M-Z	200	added ('OK')	text/css	etag:%22167c-65b0e716-4f3293d6e25b0e83;gz%22	https://freewater.life/wp-content/themes/hello-elementor/style.min.css?ver=3.0.0	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/themes/hello-elementor/style.min6e0e.css	(from https://freewater.life/)
08:32:44	5131/5131	---M-Z	200	added ('OK')	text/css	etag:%22140b-65b0e716-99a5560cd6adfe12;gz%22	https://freewater.life/wp-content/themes/hello-elementor/theme.min.css?ver=3.0.0	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/themes/hello-elementor/theme.min6e0e.css	(from https://freewater.life/)
08:32:53	7325/7325	---M-Z	200	added ('OK')	text/css	etag:%221c9d-65b0e716-a68229b1f81c3b2e;gz%22	https://freewater.life/wp-content/themes/hello-elementor/header-footer.min.css?ver=3.0.0	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/themes/hello-elementor/header-footer.min6e0e.css	(from https://freewater.life/)
08:33:00	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-65aff0b5-3b3163a2d112ae23;gz%22	https://freewater.life/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-includes/js/jquery/jquery.minf43b.js	(from https://freewater.life/)
08:33:06	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-65aff0b5-1584cced0157293d;gz%22	https://freewater.life/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://freewater.life/)
08:33:10	14156/14156	---M-Z	200	added ('OK')	application/x-javascript	etag:%22374c-65be227e-3e72d12f2e260d54;gz%22	https://freewater.life/wp-content/plugins/sticky-header-effects-for-elementor/assets/js/she-header.js?ver=1.6.10	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/sticky-header-effects-for-elementor/assets/js/she-header744a.js	(from https://freewater.life/)
08:33:12	185018/185018	---MCZ	200	added ('OK')	application/json	date:Fri,%2015%20Nov%202024%2003:03:11%20GMT	https://freewater.life/wp-json/	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-json/index.html	(from https://freewater.life/)
08:33:22	67170/67170	---MCZ	200	added ('OK')	application/json	date:Fri,%2015%20Nov%202024%2003:03:20%20GMT	https://freewater.life/wp-json/wp/v2/pages/37	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-json/wp/v2/pages/37.json	(from https://freewater.life/)
08:33:27	798/798	---M-Z	200	added ('OK')	text/xml	date:Fri,%2015%20Nov%202024%2003:03:26%20GMT	https://freewater.life/xmlrpc.php?rsd	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/xmlrpc0db0.php	(from https://freewater.life/)
08:33:28	2035/2035	---M-Z	200	added ('OK')	application/json	date:Fri,%2015%20Nov%202024%2003:03:28%20GMT	https://freewater.life/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffreewater.life%2F	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-json/oembed/1.0/embed8235.json	(from https://freewater.life/)
08:33:39	2197/2197	---M-Z	200	added ('OK')	text/xml	date:Fri,%2015%20Nov%202024%2003:03:38%20GMT	https://freewater.life/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffreewater.life%2F&format=xml	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-json/oembed/1.0/embed2016	(from https://freewater.life/)
08:33:51	9917/9917	---M--	200	added ('OK')	image/png	etag:%2226bd-65cdbf2a-2e782f81e130119;;;%22	https://freewater.life/wp-content/uploads/2024/02/faviconfinal-01.png	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/2024/02/faviconfinal-01.png	(from https://freewater.life/)
08:33:55	107513/107513	---M--	200	added ('OK')	image/png	etag:%221a3f9-65b4f732-574a829cd9546224;;;%22	https://freewater.life/wp-content/uploads/2024/01/Blue.png	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/2024/01/Blue.png	(from https://freewater.life/)
08:34:04	2642898/2642898	---M--	200	added ('OK')	image/png	etag:%222853d2-65c27c9c-28096fd96ad72b12;;;%22	https://freewater.life/wp-content/uploads/2024/02/w-obg1-1.png	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/2024/02/w-obg1-1.png	(from https://freewater.life/)
08:34:14	37144/37144	---M--	200	added ('OK')	image/png	etag:%229118-65bde71a-7000e3d925c3a975;;;%22	https://freewater.life/wp-content/uploads/2024/02/users.png	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/2024/02/users.png	(from https://freewater.life/)
08:34:16	3667285/3667285	---M--	200	added ('OK')	image/png	etag:%2237f555-65c27bee-1c52320caf43969e;;;%22	https://freewater.life/wp-content/uploads/2024/02/w-obg9-1.png	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/2024/02/w-obg9-1.png	(from https://freewater.life/)
08:34:17	13762/13762	---M--	200	added ('OK')	image/png	etag:%2235c2-65bde7f6-834db481c1566f27;;;%22	https://freewater.life/wp-content/uploads/2024/02/beer.png	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/2024/02/beer.png	(from https://freewater.life/)
08:34:17	23025/23025	---M--	200	added ('OK')	image/png	etag:%2259f1-65bde77b-1787321c799a93ea;;;%22	https://freewater.life/wp-content/uploads/2024/02/customer-experience.png	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/2024/02/customer-experience.png	(from https://freewater.life/)
08:34:21	22345/22345	---M--	200	added ('OK')	image/png	etag:%225749-65bde853-442d91fd173366bc;;;%22	https://freewater.life/wp-content/uploads/2024/02/megaphone.png	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/2024/02/megaphone.png	(from https://freewater.life/)
08:34:21	41219/41219	---M--	200	added ('OK')	image/png	etag:%22a103-65bde6a5-553c8eb170659faa;;;%22	https://freewater.life/wp-content/uploads/2024/02/brand.png	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/2024/02/brand.png	(from https://freewater.life/)
08:34:22	10101/10101	---M-Z	200	added ('OK')	text/css	etag:%222775-65b0dd65-5e725822952ac4d4;gz%22	https://freewater.life/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://freewater.life/)
08:34:22	568828/568828	---M--	200	added ('OK')	image/png	etag:%228adfc-65b61eed-61620345d00ae301;;;%22	https://freewater.life/wp-content/uploads/2024/01/netclipart-1-600x1190-1.png	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/2024/01/netclipart-1-600x1190-1.png	(from https://freewater.life/)
08:34:22	9921/9921	---M-Z	200	added ('OK')	text/css	etag:%2226c1-65b0dd65-5b52c52f5b9def56;gz%22	https://freewater.life/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://freewater.life/)
08:34:23	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Nov%202024%2003:04:22%20GMT	http://freewater.life/wp-content/uploads/forminator/209_f494e5790d84055c441f02494c1128cb/css/style-209.css?ver=1707327136	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/forminator/209_f494e5790d84055c441f02494c1128cb/css/style-209.21a708.delayed	(from https://freewater.life/)
08:34:23	39137/39137	---M-Z	200	added ('OK')	text/css	etag:%2298e1-65c3bea0-ee062f21725baee1;gz%22	https://freewater.life/wp-content/uploads/forminator/209_f494e5790d84055c441f02494c1128cb/css/style-209.css?ver=1707327136	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/forminator/209_f494e5790d84055c441f02494c1128cb/css/style-209a708.css	(from https://freewater.life/)
08:34:24	5239/5239	---M-Z	200	added ('OK')	text/css	etag:%221477-65b6371d-3676cad31a7e2c29;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/forminator-icons.min.css?ver=1.28.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/forminator-icons.min8915.css	(from https://freewater.life/)
08:34:24	914/914	---M-Z	200	added ('OK')	text/css	etag:%22392-65b6371d-49da7dc4b4cbdd56;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/src/forminator-utilities.min.css?ver=1.28.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/src/forminator-utilities.min8915.css	(from https://freewater.life/)
08:34:27	6037/6037	---M-Z	200	added ('OK')	text/css	etag:%221795-65b6371d-a02f190c8e399322;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/src/grid/forminator-grid.open.min.css?ver=1.28.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/src/grid/forminator-grid.open.min8915.css	(from https://freewater.life/)
08:34:30	58759/58759	---M-Z	200	added ('OK')	text/css	etag:%22e587-65b6371d-3db30cfeeb2c33ef;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/src/form/forminator-form-default.base.min.css?ver=1.28.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/src/form/forminator-form-default.base.min8915.css	(from https://freewater.life/)
08:34:31	11993/11993	---M-Z	200	added ('OK')	text/css	etag:%222ed9-65b6371d-1337554dc0e7d105;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/src/form/forminator-form-default.select2.min.css?ver=1.28.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/src/form/forminator-form-default.select2.min8915.css	(from https://freewater.life/)
08:34:37	59921/59921	---M-Z	200	added ('OK')	text/css	etag:%22ea11-65b6371d-22eff62a058a3d23;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/src/form/forminator-form-default.full.min.css?ver=1.28.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/src/form/forminator-form-default.full.min8915.css	(from https://freewater.life/)
08:34:41	19157/19157	---M-Z	200	added ('OK')	text/css	etag:%224ad5-65b6371d-710c2b4c7fd67e8b;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/css/intlTelInput.min.css?ver=4.0.3	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/css/intlTelInput.minfa0c.css	(from https://freewater.life/)
08:34:46	5925/5925	---M-Z	200	added ('OK')	text/css	etag:%221725-65aff0b5-77d8327fb4b38c1d;gz%22	https://freewater.life/wp-includes/css/buttons.min.css?ver=6.4.5	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-includes/css/buttons.min75e4.css	(from https://freewater.life/)
08:34:54	2030/2030	---M-Z	200	added ('OK')	application/x-javascript	etag:%227ee-65da5407-9144033fa56e6c8c;gz%22	https://freewater.life/wp-content/uploads/premium-addons-elementor/pa-frontend-e295bfe0b.min.js?ver=1731639741	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/premium-addons-elementor/pa-frontend-e295bfe0b.min911b.js	(from https://freewater.life/)
08:35:00	2937/2937	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b79-65b0e716-853f8168eef6fc4f;gz%22	https://freewater.life/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.0.0	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/themes/hello-elementor/assets/js/hello-frontend.min6e0e.js	(from https://freewater.life/)
08:35:05	591/591	---M-Z	200	added ('OK')	application/x-javascript	etag:%2224f-65b61f3f-385696470e83b022;gz%22	https://freewater.life/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/premium-wrapper-link.min.js?ver=4.10.18	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/premium-wrapper-link.mincd9f.js	(from https://freewater.life/)
08:35:06	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-65b0dd67-54fea5ead964a429;gz%22	https://freewater.life/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://freewater.life/)
08:35:11	17475/17475	---M-Z	200	added ('OK')	application/x-javascript	etag:%224443-65b61f3f-a86b120990e552db;gz%22	https://freewater.life/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/anime.min.js?ver=4.10.18	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/anime.mincd9f.js	(from https://freewater.life/)
08:35:11	7257/7257	---M-Z	200	added ('OK')	application/x-javascript	etag:%221c59-65b61f3f-dc3c447f466d116;gz%22	https://freewater.life/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/premium-floating-effects.min.js?ver=4.10.18	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/premium-floating-effects.mincd9f.js	(from https://freewater.life/)
08:35:13	9111/9111	---M-Z	200	added ('OK')	application/x-javascript	etag:%222397-65b61f3f-57ee549aaf738e35;gz%22	https://freewater.life/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/universal-tilt.min.js?ver=4.10.18	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/universal-tilt.mincd9f.js	(from https://freewater.life/)
08:35:14	286096/286096	---M-Z	200	added ('OK')	application/x-javascript	etag:%2245d90-65b61f3f-9926a5bbebdc17bd;gz%22	https://freewater.life/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/lottie.min.js?ver=4.10.18	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/lottie.mincd9f.js	(from https://freewater.life/)
08:35:14	75079/75079	---M-Z	200	added ('OK')	application/x-javascript	etag:%2212547-65b6371d-44187c0c07e25831;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/js/select2.full.min.js?ver=1.28.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/forminator-ui/js/select2.full.min8915.js	(from https://freewater.life/)
08:35:15	24601/24601	---M-Z	200	added ('OK')	application/x-javascript	etag:%226019-65b6371e-186d44af3c5e9504;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/js/library/jquery.validate.min.js?ver=1.28.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/js/library/jquery.validate.min8915.js	(from https://freewater.life/)
08:35:16	13274/13274	---M-Z	200	added ('OK')	application/x-javascript	etag:%2233da-65b6371d-c046c7a7d04336d8;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/js/forminator-form.min.js?ver=1.28.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/forminator-ui/js/forminator-form.min8915.js	(from https://freewater.life/)
08:35:19	232188/232188	---M-Z	200	added ('OK')	application/x-javascript	etag:%2238afc-65b6371e-64a7d415de12c930;gz%22	https://freewater.life/wp-content/plugins/forminator/build/front/front.multi.min.js?ver=1.28.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/build/front/front.multi.min8915.js	(from https://freewater.life/)
08:35:20	29962/29962	---M-Z	200	added ('OK')	application/x-javascript	etag:%22750a-65b6371e-9af070db798b3308;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/js/library/intlTelInput.min.js?ver=1.28.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/js/library/intlTelInput.min8915.js	(from https://freewater.life/)
08:35:21	21133/21133	---M-Z	200	added ('OK')	application/x-javascript	etag:%22528d-65b6371e-2441eb2c0314f53b;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/js/library/cleave.min.js?ver=1.28.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/js/library/cleave.min8915.js	(from https://freewater.life/)
08:35:21	333130/333130	---M-Z	200	added ('OK')	application/x-javascript	etag:%225154a-65b6371e-d8828ccb9c368a5c;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/js/library/cleave-phone.i18n.js?ver=1.28.1	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/js/library/cleave-phone.i18n8915.js	(from https://freewater.life/)
08:35:21	4997/4997	---M-Z	200	added ('OK')	application/x-javascript	etag:%221385-65b0dd66-3584b903f2176976;gz%22	https://freewater.life/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.18.3	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/elementor/assets/js/webpack.runtime.minf3b2.js	(from https://freewater.life/)
08:35:21	60173/60173	---M-Z	200	added ('OK')	application/x-javascript	etag:%22eb0d-65b0dd65-b6b197b2020b4815;gz%22	https://freewater.life/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.18.3	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/elementor/assets/js/frontend-modules.minf3b2.js	(from https://freewater.life/)
08:35:21	21438/21438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253be-65aff0b5-5ac2e431a4a001cc;gz%22	https://freewater.life/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-includes/js/jquery/ui/core.min3f14.js	(from https://freewater.life/)
08:35:22	40436/40436	---M-Z	200	added ('OK')	application/x-javascript	etag:%229df4-65b0dd65-24ad871c2281911f;gz%22	https://freewater.life/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.18.3	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/elementor/assets/js/frontend.minf3b2.js	(from https://freewater.life/)
08:35:23	1821/1821	---M-Z	200	added ('OK')	application/rss+xml	etag:%22b0a67a0ecbb314ed155d701f98dc79a7%22	https://freewater.life/feed/	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/feed/index.html	(from https://freewater.life/)
08:35:23	3835/3835	---M--	200	added ('OK')	image/png	etag:%22efb-65b630b6-9f9e2eaff2a6e30f;;;%22	https://freewater.life/wp-content/uploads/2024/01/drop-filled-1.png	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/uploads/2024/01/drop-filled-1.png	(from https://freewater.life/wp-content/uploads/elementor/css/post-37.css?ver=1708804208)
08:35:24	8896/8896	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2222c0-65b6371d-49cf096f4422e77e;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/fonts/forminator-icons-font.eot?1.7.4	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/forminator-ui/fonts/forminator-icons-font8782.eot	(from https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/forminator-icons.min.css?ver=1.28.1)
08:35:24	3756/3756	---M--	200	added ('OK')	font/woff2	etag:%22eac-65b6371d-8158a6e3e4e1bc82;;;%22	https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/fonts/forminator-icons-font.woff2?1.7.4	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/forminator-ui/fonts/forminator-icons-font8782.woff2	(from https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/forminator-icons.min.css?ver=1.28.1)
08:35:24	8752/8752	---M--	200	added ('OK')	application/font-woff	etag:%222230-65b6371d-5a0a36bf99071719;;;%22	https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/fonts/forminator-icons-font.woff?1.7.4	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/forminator-ui/fonts/forminator-icons-font8782.woff	(from https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/forminator-icons.min.css?ver=1.28.1)
08:35:24	8676/8676	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2221e4-65b6371d-97623fc41457c835;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/fonts/forminator-icons-font.ttf?1.7.4	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/forminator-ui/fonts/forminator-icons-font8782.ttf	(from https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/forminator-icons.min.css?ver=1.28.1)
08:35:24	22822/22822	---M-Z	200	added ('OK')	image/svg+xml	etag:%225926-65b6371d-a7d0ab9552e953f0;gz%22	https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/fonts/forminator-icons-font.svg?1.7.4	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/forminator-ui/fonts/forminator-icons-font8782.svg	(from https://freewater.life/wp-content/plugins/forminator/assets/forminator-ui/css/forminator-icons.min.css?ver=1.28.1)
08:35:25	70857/70857	---M--	200	added ('OK')	image/png	etag:%22114c9-65b6371e-a55ba811980292d9;;;%22	https://freewater.life/wp-content/plugins/forminator/assets/img/flags.png	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/img/flags.png	(from https://freewater.life/wp-content/plugins/forminator/assets/css/intlTelInput.min.css?ver=4.0.3)
08:35:26	174369/174369	---M--	200	added ('OK')	image/png	etag:%222a921-65b6371e-b26924bfe78bae62;;;%22	https://freewater.life/wp-content/plugins/forminator/assets/img/flags@2x.png	C:/Users/Vrkar/OneDrive/Desktop/water.life/freewater.life/wp-content/plugins/forminator/assets/img/flags@2x.png	(from https://freewater.life/wp-content/plugins/forminator/assets/css/intlTelInput.min.css?ver=4.0.3)
